Course_Name,Platform,Domain,Difficulty_level,Language,Program_Type,Certificate_available,Skills
Fundamentals Of Financialmathematics And Capitalbudgeting,New York Institute Of Finance,Economics & Finance,Introductory,English,Professional Certificateincorporate Finance And Valuation Methodsprofessional Certificateinintroduction To Investment Banking,Yes,"Capital Budgeting, Net Present Value, Finance, Financial Market, Mathematical Finance, Conceptual Framework, Calculations, Rate Of Return, Time Value Of Money, Annuities, Corporate Finance, Cash Flows"
Data For Effective Policymaking,Inter-American Development Bank,Data Analysis & Statistics,Introductory,English,Professional Certificateinresults-Based Project Management,Yes,"Data Collection, Statistical Reporting, Management, Public Policies, Research, Data Analysis, Planning"
A Strategic Approach Totalent Management,Stellenbosch University,Business & Management,Intermediate,English,Professional Certificateinstrategic Human Resources Management,Yes,"Human Resource Strategy, Psychology, Talent Management, Industrial And Organizational Psychology"
"Blockchain And Fintech:Basics, Applications, Andlimitations",University Of Hong Kong,Computer Science,Introductory,English,Professional Certificateinfintech,Yes,"Cryptocurrency, Emerging Technologies, Cryptography, Finance, Distributed Ledgers, Blockchain, Algorithms, Bitcoin, Financial Technology (FinTech)"
Introduction To Haptics,Stanford University,Engineering,Introductory,English,None,No,"Biological Engineering, Mechanical Systems, Electrical Engineering, Mechanical Engineering"
Mejora Tu Negocio Coninteligencia Artificial,Universidades An„°Huac,Business & Management,Intermediate,Espa„±Ol,Professional Certificate Ininteligencia Artificial Aplicada A Los Negocios,Yes,"Computer Vision, Artificial Intelligence, Data-Driven Decision-Making, Data Analysis, Applications Of Artificial Intelligence, Agile Methodology, Decision Making, Big Data, Mobile Phones, Machine Learning, Artificial Intelligence Systems, Digital Transformation, Chatbot, Innovation"
D„©Couvrir Le Marketing,Universit„© Catholique De Louvain,Business & Management,Intermediate,Fran„ßAis,None,No,"Marketing, Curiosity, Strategic Marketing, Communications, Marketing Communications, Decision Making, Management, Marketing Ethics, Operationalization"
Algoritmos Yprogramaci„≥N En R,Tecnol„≥Gico De Monterrey,Economics & Finance,Advanced,Espa„±Ol,Professional Certificate Inhabilidades Cuantitativas Esenciales En Econom„≠A Y Estad„≠Stica,Yes,"RStudio, Management, R (Programming Language), Data Structures, Algorithms, Programming Concepts, Data Management"
Retail Fundamentals,Dartmouth College,Business & Management,Intermediate,English,Professional Certificate Inretail And Omnichannel Management,Yes,"Management, Inventory Forecasting, Product Assortment, Forecasting, Planning, Retail Management"
How To Design Asuccessful Businessmodel,Delft University Of Technology,Business & Management,Introductory,English,Professional Certificateinbusiness Model Innovation,Yes,"Sustainable Business, Business Modeling"
"Secure Softwaredevelopment:Requirements, Design, A‚Ä¶",The Linux Foundation,Computer Science,Introductory,English,Professional Certificate Insecure Software Development Fundamentals,Yes,"Software Engineering, Vulnerability, Linux, Open-Source Software, Open Source Technology, Design Elements And Principles, Supply Chain, Risk Management, Design Software, Security Requirements Analysis, Software Development, DevOps"
Introduction To Water Andclimate,Delft University Of Technology,Engineering,Intermediate,English,Xseriesinwater Management,Yes,"Water Treatment, Physics, Climate Variability And Change, Sewage Treatments, Water Supply Networks, Climatology, Civil Engineering, Water Resource Management, Decisiveness, Hydraulic Engineering, Environmental Studies"
Excel: Creaci„≥N De Unpanel Gr„°Fico De Controlempresarial,Universitat Polit„®Cnica De Val„®Ncia,Business & Management,Intermediate,Espa„±Ol,Professional Certificateinexcel Para Los Negocios Nivel Intermedioprofessional Certificateinexcel Para Los Negocios Nivel Avanzado,Yes,None
Cities And The Challenge Ofsustainable Development,Sdg Academy,Environmental Studies,Introductory,English,None,No,"Urban Sustainability, Sustainable Development, Sustainable Business, Real Estate, Real Estate Development, Urbanization"
Image Processing Andanalysis For Life Scientists,√âCole Polytechnique F„©D„©Rale De L‚Ä¶,Data Analysis & Statistics,Intermediate,English,None,No,"Image Processing, Workflow Management, Biology, Image Analysis, Service-Oriented"
Diagramas Umlestructurales Para Laingenier„≠A Del Software,Universitat Polit„®Cnica De Val„®Ncia,Computer Science,Introductory,Espa„±Ol,None,No,"Structural Modeling, Package Diagram, Object Diagram, Software Development, Class Diagram, Modeling Languages, Unified Modeling Language, Software Engineering, System Software, Software Manufacturing, Computer Science, Conceptual Design, Management"
Specialised Cells,The University Of Queensland,Medicine,Introductory,English,Professional Certificate Incell Physiology,Yes,"Cell Physiology, Cell Membrane"
Herramientas Para Elan„°Lisis De Big Data,Tecnol„≥Gico De Monterrey,Data Analysis & Statistics,Intermediate,Espa„±Ol,Professional Certificate Inciencia De Datos,Yes,"Data Analysis, Big Data, Automation, Data Collection, Information Technology, Data Science, Cloud Computing, R (Programming Language), Communications, Business Intelligence, Python (Programming Language)"
